"radius" "n_nodes" "distance_fnc" "neighbor_fnc" "toroidal"
"58" 0.879126072861254 12 "sumofsquares" "bubble" 1
"59" 0.0109776777680963 19 "manhattan" "bubble" 0
"60" 0.0832770941779017 7 "manhattan" "bubble" 0
"61" 0.73863431927748 5 "manhattan" "gaussian" 1
"62" 0.405637471470982 21 "sumofsquares" "bubble" 0
"63" 0.0988328403327614 24 "euclidean" "gaussian" 0
"64" 0.864556000102311 5 "euclidean" "gaussian" 0
"65" 0.444363656686619 8 "euclidean" "gaussian" 1
"66" 0.425391585100442 12 "euclidean" "gaussian" 0
"67" 0.516182821244001 19 "sumofsquares" "bubble" 0
"68" 0.680892105447128 22 "sumofsquares" "gaussian" 1
"69" 0.494536697398871 6 "euclidean" "gaussian" 0
"70" 0.317158579593524 13 "manhattan" "gaussian" 1
"71" 0.224301619222388 14 "euclidean" "bubble" 1
"72" 0.0539713900070637 23 "manhattan" "gaussian" 1
"73" 0.0134819026570767 21 "euclidean" "bubble" 0
"74" 0.506050698459148 8 "euclidean" "bubble" 1
"75" 0.0558361504226923 23 "manhattan" "bubble" 1
"76" 0.314339903183281 22 "sumofsquares" "gaussian" 0
"77" 0.455450779059902 16 "manhattan" "gaussian" 0
"78" 0.195678231306374 13 "manhattan" "gaussian" 1
"79" 0.379093378549442 13 "manhattan" "bubble" 0
"80" 0.0296700734179467 23 "manhattan" "bubble" 0
"81" 0.888630039989948 23 "euclidean" "gaussian" 1
"82" 0.502227787394077 11 "euclidean" "bubble" 1
"83" 0.0852377787232399 12 "sumofsquares" "gaussian" 0
"84" 0.466538229957223 17 "euclidean" "bubble" 0
"85" 0.618603039998561 4 "sumofsquares" "bubble" 1
"86" 0.980227625230327 17 "manhattan" "gaussian" 1
"87" 0.659886174835265 24 "sumofsquares" "gaussian" 1
"88" 0.544382376829162 7 "sumofsquares" "gaussian" 1
"89" 0.589777616783977 22 "sumofsquares" "gaussian" 0
"90" 0.180195032153279 24 "manhattan" "gaussian" 1
"91" 0.914797518635169 14 "sumofsquares" "gaussian" 0
"92" 0.110812757397071 8 "sumofsquares" "gaussian" 0
"93" 0.404558288166299 21 "euclidean" "gaussian" 0
"94" 0.668046703794971 9 "manhattan" "bubble" 1
"95" 0.865873748902231 10 "sumofsquares" "bubble" 1
"96" 0.774845643667504 19 "sumofsquares" "gaussian" 1
"97" 0.0744237201288342 22 "euclidean" "gaussian" 1
"98" 0.636534929275513 19 "manhattan" "bubble" 1
"99" 0.886565302731469 13 "euclidean" "gaussian" 1
"100" 0.270106235984713 12 "euclidean" "gaussian" 0
"101" 0.564402365358546 23 "euclidean" "bubble" 0
"102" 0.53649980109185 21 "sumofsquares" "bubble" 1
"103" 0.581754355458543 6 "manhattan" "gaussian" 0
"104" 0.768544510938227 19 "manhattan" "gaussian" 0
"105" 0.57193569233641 7 "manhattan" "gaussian" 0
"106" 0.768814376555383 25 "manhattan" "gaussian" 0
"107" 0.660759903490543 22 "sumofsquares" "bubble" 0
"108" 0.817761674756184 24 "euclidean" "bubble" 1
"109" 0.50563028967008 20 "sumofsquares" "bubble" 1
"110" 0.604879935737699 24 "manhattan" "bubble" 1
"111" 0.109826031140983 19 "manhattan" "bubble" 0
"112" 0.446271607186645 5 "euclidean" "bubble" 0
"113" 0.139651275007054 13 "sumofsquares" "gaussian" 0
"114" 0.785226474050432 23 "euclidean" "gaussian" 0
"115" 0.946243823040277 6 "manhattan" "bubble" 1
"116" 0.546499347547069 17 "euclidean" "bubble" 0
"117" 0.257752362871543 23 "manhattan" "bubble" 0
"118" 0.748344854917377 9 "sumofsquares" "gaussian" 0
"119" 0.0408362995367497 21 "sumofsquares" "bubble" 1
"120" 0.128513517789543 12 "euclidean" "bubble" 1
"121" 0.376820091623813 22 "euclidean" "bubble" 1
"122" 0.972216708352789 19 "manhattan" "gaussian" 0
"123" 0.286371527705342 18 "sumofsquares" "gaussian" 1
"124" 0.442416733363643 17 "sumofsquares" "gaussian" 0
"125" 0.365639592055231 23 "euclidean" "bubble" 0
"126" 0.657093079760671 24 "manhattan" "gaussian" 1
"127" 0.787071395199746 17 "manhattan" "bubble" 1
"128" 0.529082003515214 19 "sumofsquares" "gaussian" 1
"129" 0.691165355267003 13 "euclidean" "gaussian" 1
"130" 0.707798707066104 15 "euclidean" "bubble" 1
"131" 0.518113109748811 19 "manhattan" "bubble" 1
"132" 0.652685011737049 22 "manhattan" "gaussian" 0
"133" 0.710461706621572 19 "manhattan" "bubble" 1
"134" 0.287410153541714 5 "sumofsquares" "bubble" 0
"135" 0.850962904514745 19 "euclidean" "gaussian" 1
"136" 0.968856218503788 7 "sumofsquares" "gaussian" 0
"137" 0.490753645543009 20 "manhattan" "bubble" 0
"138" 0.518933688057587 22 "sumofsquares" "gaussian" 0
"139" 0.732526934705675 14 "sumofsquares" "gaussian" 1
"140" 0.964234965387732 21 "manhattan" "bubble" 0
"141" 0.542222152464092 22 "sumofsquares" "bubble" 1
"142" 0.612203730037436 5 "manhattan" "gaussian" 0
"143" 0.803095776587725 10 "sumofsquares" "bubble" 0
"144" 0.228028113488108 7 "manhattan" "bubble" 0
"145" 0.474967062473297 20 "manhattan" "bubble" 0
"146" 0.996644245227799 7 "euclidean" "bubble" 0
"147" 0.272488116752356 24 "manhattan" "gaussian" 1
"148" 0.0281110296491534 17 "euclidean" "gaussian" 0
"149" 0.0929933420848101 15 "sumofsquares" "gaussian" 1
"150" 0.207263289717957 21 "euclidean" "bubble" 1
"151" 0.528268189169466 23 "euclidean" "bubble" 0
"152" 0.897297158604488 15 "manhattan" "gaussian" 1
"153" 0.269481583498418 10 "euclidean" "gaussian" 0
"154" 0.504119605990127 17 "sumofsquares" "bubble" 0
"155" 0.969408459030092 5 "sumofsquares" "gaussian" 0
"156" 0.520093718543649 14 "euclidean" "gaussian" 1
"157" 0.403113319538534 13 "sumofsquares" "gaussian" 1
"158" 0.997655381681398 13 "manhattan" "bubble" 0
"159" 0.06476762262173 5 "manhattan" "gaussian" 1
"160" 0.907891008071601 5 "euclidean" "gaussian" 0
"161" 0.261285769985989 13 "manhattan" "bubble" 1
"162" 0.227477357024327 23 "sumofsquares" "gaussian" 1
"163" 0.533106623683125 12 "manhattan" "gaussian" 1
"164" 0.795728584751487 12 "manhattan" "bubble" 0
"165" 0.593949957750738 21 "manhattan" "bubble" 1
"166" 0.252578596351668 16 "manhattan" "gaussian" 0
"167" 0.880064459750429 7 "manhattan" "bubble" 0
"168" 0.312245907261968 20 "sumofsquares" "gaussian" 0
"169" 0.764667949639261 9 "euclidean" "gaussian" 0
"170" 0.302266019862145 4 "euclidean" "bubble" 1
"171" 0.35614760662429 5 "manhattan" "bubble" 1
"172" 0.340751359239221 13 "sumofsquares" "bubble" 0
"173" 0.695357639575377 7 "sumofsquares" "gaussian" 1
"174" 0.788054631324485 7 "sumofsquares" "gaussian" 1
"175" 0.0128933710511774 9 "manhattan" "gaussian" 0
"176" 0.815298648085445 23 "manhattan" "gaussian" 1
"177" 0.175524678779766 14 "sumofsquares" "bubble" 0
"178" 0.926806468982249 7 "manhattan" "gaussian" 0
"179" 0.283975298749283 18 "sumofsquares" "gaussian" 1
"180" 0.769970075692981 15 "euclidean" "gaussian" 1
"181" 0.247370470082387 15 "euclidean" "gaussian" 1
"182" 0.220520745730028 4 "euclidean" "bubble" 1
"183" 0.372522769728675 9 "manhattan" "bubble" 1
"184" 0.353945772629231 20 "sumofsquares" "bubble" 1
"185" 0.42069454328157 21 "manhattan" "gaussian" 1
"186" 0.0916688665747643 19 "sumofsquares" "gaussian" 0
"187" 0.128385041374713 10 "sumofsquares" "gaussian" 1
"188" 0.364114915486425 14 "manhattan" "gaussian" 0
"189" 0.767309569288045 7 "manhattan" "bubble" 0
"190" 0.52588728023693 18 "sumofsquares" "bubble" 0
"191" 0.0152193384710699 5 "euclidean" "gaussian" 0
"192" 0.725944741396233 10 "euclidean" "gaussian" 0
"193" 0.620168877067044 8 "sumofsquares" "bubble" 0
"194" 0.0129849435761571 6 "manhattan" "gaussian" 1
"195" 0.399723044829443 19 "euclidean" "gaussian" 1
"196" 0.420079751405865 9 "manhattan" "bubble" 1
"197" 0.518598801223561 11 "euclidean" "gaussian" 1
"198" 0.785419250838459 10 "manhattan" "gaussian" 1
"199" 0.475883888779208 23 "euclidean" "gaussian" 1
"200" 0.237406031461433 25 "sumofsquares" "bubble" 1
"201" 0.267714614514261 9 "manhattan" "gaussian" 1
"202" 0.922237413702533 12 "manhattan" "bubble" 1
"203" 0.417685538297519 23 "manhattan" "gaussian" 1
"204" 0.562704685609788 20 "sumofsquares" "gaussian" 1
"205" 0.457449923967943 6 "sumofsquares" "gaussian" 1
"206" 0.220227065961808 19 "euclidean" "gaussian" 0
"207" 0.854261415544897 16 "manhattan" "bubble" 0
"208" 0.0750160326715559 5 "sumofsquares" "gaussian" 0
"209" 0.921095901168883 5 "manhattan" "gaussian" 0
"210" 0.152597316773608 23 "euclidean" "gaussian" 0
"211" 0.0585709218867123 15 "sumofsquares" "gaussian" 1
"212" 0.816382582066581 15 "sumofsquares" "gaussian" 1
"213" 0.201398386619985 7 "euclidean" "bubble" 0
"214" 0.570834130281582 11 "manhattan" "bubble" 0
"215" 0.912034539971501 17 "manhattan" "gaussian" 0
"216" 0.0298353799153119 13 "euclidean" "gaussian" 1
"217" 0.403259333688766 23 "euclidean" "gaussian" 0
"218" 0.903643301222473 16 "euclidean" "gaussian" 0
"219" 0.776032353518531 22 "euclidean" "gaussian" 0
"220" 0.686403688043356 22 "euclidean" "gaussian" 0
"221" 0.240155990468338 6 "manhattan" "gaussian" 0
"222" 0.995733457384631 22 "manhattan" "bubble" 0
"223" 0.848393057240173 20 "sumofsquares" "bubble" 1
"224" 0.362293320707977 22 "euclidean" "bubble" 1
"225" 0.618633565492928 22 "euclidean" "gaussian" 1
"226" 0.131349068135023 23 "euclidean" "bubble" 0
"227" 0.798184103798121 15 "euclidean" "gaussian" 1
"228" 0.795685536926612 5 "euclidean" "bubble" 0
"229" 0.874031490413472 22 "euclidean" "gaussian" 1
"230" 0.336558031151071 24 "euclidean" "gaussian" 1
"231" 0.268731276039034 6 "manhattan" "gaussian" 1
"232" 0.652302201837301 4 "euclidean" "bubble" 1
"233" 0.120902531081811 5 "manhattan" "bubble" 0
"234" 0.922494350001216 12 "euclidean" "gaussian" 1
"235" 0.598515832563862 18 "sumofsquares" "gaussian" 1
"236" 0.86658601462841 7 "euclidean" "bubble" 0
"237" 0.685060269664973 17 "sumofsquares" "bubble" 1
"238" 0.538227236596867 5 "sumofsquares" "gaussian" 1
"239" 0.191490383818746 24 "manhattan" "bubble" 1
"240" 0.593838124303147 16 "sumofsquares" "bubble" 0
"241" 0.166751352837309 8 "sumofsquares" "bubble" 0
"242" 0.177984717534855 12 "sumofsquares" "gaussian" 1
"243" 0.408708037342876 10 "euclidean" "gaussian" 1
"244" 0.468044698005542 7 "manhattan" "bubble" 1
"245" 0.438088312046602 15 "sumofsquares" "bubble" 0
"246" 0.288897190475836 16 "euclidean" "bubble" 0
"247" 0.11049359315075 14 "euclidean" "bubble" 1
"248" 0.0761056412011385 21 "sumofsquares" "gaussian" 1
"249" 0.119902833597735 23 "euclidean" "gaussian" 0
"250" 0.520138113992289 22 "euclidean" "bubble" 1
"251" 0.409210849786177 7 "manhattan" "bubble" 0
"252" 0.971097806468606 24 "sumofsquares" "gaussian" 1
"253" 0.214892577379942 16 "sumofsquares" "bubble" 1
"254" 0.322025938192382 16 "manhattan" "gaussian" 0
"255" 0.655438816873357 18 "euclidean" "gaussian" 1
"256" 0.691786301322281 11 "manhattan" "gaussian" 1
"257" 0.481829999946058 6 "manhattan" "gaussian" 0
"258" 0.628237534780055 11 "euclidean" "bubble" 0
"259" 0.601578131085262 10 "sumofsquares" "gaussian" 1
"260" 0.737268104217947 17 "sumofsquares" "gaussian" 1
"261" 0.666140414308757 24 "manhattan" "gaussian" 0
"262" 0.22001366969198 5 "sumofsquares" "bubble" 1
"263" 0.00749574275687337 16 "euclidean" "bubble" 0
"264" 0.455957412021235 6 "sumofsquares" "gaussian" 0
"265" 0.741746172308922 23 "sumofsquares" "bubble" 1
"266" 0.202078306348994 21 "sumofsquares" "bubble" 1
"267" 0.091616308549419 14 "sumofsquares" "gaussian" 1
"268" 0.824797324370593 13 "sumofsquares" "gaussian" 0
"269" 0.451771203661337 5 "sumofsquares" "gaussian" 0
"270" 0.303950762376189 14 "manhattan" "bubble" 0
"271" 0.912019738228992 4 "euclidean" "gaussian" 0
"272" 0.92118113511242 20 "manhattan" "bubble" 1
"273" 0.88437791611068 12 "sumofsquares" "bubble" 1
"274" 0.676655179588124 7 "manhattan" "bubble" 1
"275" 0.731800990877673 10 "sumofsquares" "gaussian" 0
"276" 0.740220747888088 22 "manhattan" "gaussian" 1
"277" 0.386230069212615 23 "manhattan" "bubble" 0
"278" 0.130608304636553 8 "manhattan" "gaussian" 0
"279" 0.153296414529905 21 "euclidean" "bubble" 1
"280" 0.829316978808492 13 "euclidean" "gaussian" 1
"281" 0.527006440563127 5 "sumofsquares" "bubble" 1
"282" 0.261795744067058 21 "euclidean" "gaussian" 1
"283" 0.145968249067664 17 "euclidean" "bubble" 0
"284" 0.498342518927529 11 "manhattan" "bubble" 0
"285" 0.125489935511723 6 "sumofsquares" "bubble" 0
"286" 0.112365479581058 12 "manhattan" "gaussian" 1
"287" 0.255614645546302 7 "euclidean" "bubble" 1
"288" 0.218414031667635 20 "euclidean" "gaussian" 1
"289" 0.117418250534683 20 "sumofsquares" "gaussian" 0
"290" 0.304893484339118 12 "manhattan" "gaussian" 1
"291" 0.69538760278374 25 "sumofsquares" "gaussian" 0
"292" 0.116379142738879 18 "sumofsquares" "gaussian" 1
"293" 0.827071438543499 16 "sumofsquares" "gaussian" 0
"294" 0.594065471552312 18 "sumofsquares" "bubble" 0
"295" 0.848823270760477 22 "sumofsquares" "gaussian" 0
"296" 0.652658451115713 15 "manhattan" "bubble" 0
"297" 0.921542114112526 13 "euclidean" "gaussian" 0
"298" 0.0280513141769916 11 "euclidean" "gaussian" 1
"299" 0.833589070476592 8 "sumofsquares" "bubble" 0
"300" 0.201020338339731 12 "manhattan" "gaussian" 1
"301" 0.821822334313765 16 "sumofsquares" "gaussian" 1
"302" 0.350693582557142 17 "euclidean" "bubble" 0
"303" 0.464883384294808 23 "manhattan" "gaussian" 0
"304" 0.43714632303454 21 "euclidean" "bubble" 1
"305" 0.844751664437354 8 "euclidean" "bubble" 1
"306" 0.397246640408412 12 "manhattan" "gaussian" 0
"307" 0.462558045983315 23 "sumofsquares" "bubble" 0
"308" 0.67851778306067 24 "manhattan" "gaussian" 1
"309" 0.96403443836607 17 "manhattan" "gaussian" 1
"310" 0.399179260013625 16 "sumofsquares" "gaussian" 0
"311" 0.942718344274908 15 "euclidean" "bubble" 0
"312" 0.546397741883993 20 "sumofsquares" "gaussian" 0
"313" 0.204803184140474 13 "manhattan" "gaussian" 0
"314" 0.436402090126649 8 "euclidean" "gaussian" 1
"315" 0.257303800201043 6 "manhattan" "bubble" 0
"316" 0.262537802103907 24 "sumofsquares" "bubble" 1
"317" 0.929667511489242 18 "sumofsquares" "bubble" 0
"318" 0.349137204932049 8 "sumofsquares" "bubble" 0
"319" 0.898592927725986 7 "sumofsquares" "gaussian" 0
"320" 0.157729401485994 15 "sumofsquares" "bubble" 1
"321" 0.936865897383541 20 "euclidean" "gaussian" 1
"322" 0.0201140004210174 20 "manhattan" "gaussian" 1
"323" 0.426308236317709 17 "sumofsquares" "gaussian" 1
"324" 0.497972533339635 19 "manhattan" "gaussian" 1
"325" 0.18805021001026 21 "euclidean" "gaussian" 1
"326" 0.872772152535617 11 "euclidean" "bubble" 0
"327" 0.351688317488879 23 "euclidean" "bubble" 1
"328" 0.0822210863698274 6 "euclidean" "bubble" 1
"329" 0.697987505467609 8 "manhattan" "gaussian" 0
"330" 0.68189914082177 11 "manhattan" "bubble" 1
"331" 0.266997618367895 7 "manhattan" "bubble" 0
"332" 0.86631645145826 10 "euclidean" "gaussian" 1
"333" 0.181492767995223 24 "sumofsquares" "gaussian" 0
"334" 0.95160203287378 19 "sumofsquares" "bubble" 0
"335" 0.93093826668337 19 "manhattan" "bubble" 0
"336" 0.911483416566625 5 "euclidean" "bubble" 1
"337" 0.378927895566449 8 "euclidean" "bubble" 0
"338" 0.757300396449864 19 "manhattan" "gaussian" 0
"339" 0.807313857134432 15 "manhattan" "gaussian" 0
"340" 0.286263772984967 15 "manhattan" "bubble" 1
"341" 0.614638612605631 13 "euclidean" "gaussian" 1
"342" 0.874572760192677 21 "euclidean" "bubble" 1
"343" 0.0128190524410456 6 "sumofsquares" "bubble" 1
"344" 0.839938232908025 8 "manhattan" "bubble" 1
"345" 0.999946058727801 11 "manhattan" "gaussian" 0
"346" 0.470278982073069 24 "sumofsquares" "gaussian" 0
"347" 0.693038293160498 4 "euclidean" "bubble" 1
"348" 0.325035923859105 5 "sumofsquares" "gaussian" 1
"349" 0.0731226494535804 15 "manhattan" "gaussian" 1
"350" 0.785839847987518 9 "sumofsquares" "bubble" 1
"351" 0.106672695837915 6 "sumofsquares" "gaussian" 1
"352" 0.0326620775740594 13 "sumofsquares" "gaussian" 1
"353" 0.785547823412344 25 "sumofsquares" "bubble" 1
"354" 0.0163822998292744 10 "sumofsquares" "gaussian" 1
"355" 0.433347054524347 7 "euclidean" "gaussian" 1
"356" 0.139705508714542 15 "euclidean" "gaussian" 0
"357" 0.271958945319057 7 "sumofsquares" "gaussian" 0
"358" 0.997465591412038 7 "manhattan" "gaussian" 1
"359" 0.906521962024271 23 "manhattan" "bubble" 0
"360" 0.676550704520196 23 "manhattan" "gaussian" 1
"361" 0.99008227000013 15 "manhattan" "gaussian" 0
"362" 0.97491365368478 10 "euclidean" "gaussian" 1
"363" 0.951355965342373 16 "manhattan" "bubble" 0
"364" 0.119005631888285 4 "manhattan" "bubble" 1
"365" 0.334337180480361 18 "manhattan" "bubble" 0
"366" 0.499297738075256 23 "manhattan" "bubble" 0
"367" 0.992374062305316 9 "manhattan" "gaussian" 1
"368" 0.978874959982932 13 "manhattan" "gaussian" 1
"369" 0.265158128924668 21 "euclidean" "gaussian" 0
"370" 0.435966802295297 21 "sumofsquares" "gaussian" 1
"371" 0.898861166089773 19 "manhattan" "bubble" 0
"372" 0.928274555364624 15 "euclidean" "gaussian" 0
"373" 0.191366311861202 19 "manhattan" "gaussian" 1
"374" 0.703150453511626 15 "sumofsquares" "bubble" 0
"375" 0.51858481625095 16 "sumofsquares" "gaussian" 1
"376" 0.548892811639234 14 "sumofsquares" "bubble" 1
"377" 0.4557966128923 16 "sumofsquares" "gaussian" 1
"378" 0.543521773070097 6 "euclidean" "gaussian" 1
"379" 0.959707544418052 15 "manhattan" "gaussian" 0
"380" 0.593320687068626 25 "sumofsquares" "gaussian" 1
"381" 0.951038902625442 25 "manhattan" "bubble" 1
"382" 0.895515211392194 12 "manhattan" "gaussian" 0
"383" 0.909152127336711 24 "manhattan" "bubble" 0
"384" 0.35930461040698 9 "manhattan" "bubble" 1
"385" 0.361602799966931 4 "euclidean" "gaussian" 1
"386" 0.687693730462343 18 "manhattan" "gaussian" 1
"387" 0.725647072074935 9 "sumofsquares" "bubble" 0
"388" 0.849319060333073 20 "manhattan" "bubble" 0
"389" 0.790162924909964 20 "manhattan" "bubble" 0
"390" 0.137039026245475 10 "manhattan" "gaussian" 0
"391" 0.222403211751953 21 "sumofsquares" "bubble" 0
"392" 0.955502506811172 19 "manhattan" "bubble" 0
"393" 0.486090635182336 21 "sumofsquares" "gaussian" 1
"394" 0.0457135448232293 4 "manhattan" "bubble" 0
"395" 0.16142724850215 7 "euclidean" "gaussian" 0
"396" 0.98993392335251 11 "manhattan" "bubble" 0
"397" 0.518591867526993 21 "manhattan" "gaussian" 0
"398" 0.691156117944047 20 "euclidean" "bubble" 1
"399" 0.765057675773278 13 "sumofsquares" "bubble" 1
"400" 0.211547618964687 23 "sumofsquares" "gaussian" 1
"401" 0.877352218842134 13 "sumofsquares" "gaussian" 0
"402" 0.943111363099888 22 "sumofsquares" "gaussian" 1
"403" 0.336177734425291 4 "sumofsquares" "gaussian" 1
"404" 0.452847933163866 14 "euclidean" "bubble" 0
"405" 0.212978739757091 10 "sumofsquares" "gaussian" 0
"406" 0.886191701516509 25 "euclidean" "gaussian" 0
"407" 0.0847265047486871 17 "manhattan" "gaussian" 1
"408" 0.525001861387864 21 "manhattan" "bubble" 0
"409" 0.964315221877769 24 "manhattan" "gaussian" 0
"410" 0.300443606218323 16 "sumofsquares" "gaussian" 0
"411" 0.936351677635685 10 "euclidean" "gaussian" 0
"412" 0.386056155897677 21 "manhattan" "bubble" 1
"413" 0.948689050739631 24 "manhattan" "gaussian" 1
"414" 0.124920887174085 14 "manhattan" "bubble" 0
"415" 0.876223966944963 16 "sumofsquares" "gaussian" 1
"416" 0.391947561642155 11 "euclidean" "gaussian" 1
"417" 0.897772615542635 22 "euclidean" "gaussian" 0
"418" 0.419445565901697 11 "sumofsquares" "gaussian" 1
"419" 0.806347892619669 21 "sumofsquares" "bubble" 0
"420" 0.677806739229709 20 "euclidean" "bubble" 0
"421" 0.648166858358309 14 "sumofsquares" "gaussian" 1
"422" 0.702324578305706 18 "euclidean" "gaussian" 1
"423" 0.365967195946723 13 "sumofsquares" "gaussian" 1
"424" 0.631813143147156 21 "manhattan" "gaussian" 1
"425" 0.903081065276638 7 "euclidean" "bubble" 1
"426" 0.139174919342622 22 "sumofsquares" "bubble" 1
"427" 0.488534008152783 14 "manhattan" "gaussian" 0
"428" 0.312372801126912 12 "euclidean" "gaussian" 0
"429" 0.7819281402044 21 "manhattan" "gaussian" 1
"430" 0.603212734451517 17 "manhattan" "gaussian" 0
"431" 0.663733336376026 11 "euclidean" "gaussian" 0
"432" 0.0645247204229236 15 "sumofsquares" "bubble" 1
"433" 0.489990851841867 22 "manhattan" "gaussian" 1
"434" 0.0142826263327152 15 "manhattan" "bubble" 1
"435" 0.826150022214279 19 "sumofsquares" "bubble" 0
"436" 0.111479357583448 6 "manhattan" "gaussian" 0
"437" 0.351003909949213 19 "sumofsquares" "gaussian" 0
"438" 0.408914373489097 16 "manhattan" "bubble" 1
"439" 0.640952743822709 16 "manhattan" "gaussian" 1
"440" 0.113531277514994 12 "manhattan" "bubble" 1
"441" 0.531881932169199 12 "manhattan" "gaussian" 1
"442" 0.411649359157309 12 "sumofsquares" "gaussian" 1
"443" 0.443485783413053 16 "euclidean" "gaussian" 1
"444" 0.553621262079105 17 "manhattan" "bubble" 0
"445" 0.819090668577701 15 "euclidean" "gaussian" 1
"446" 0.259688785299659 5 "sumofsquares" "gaussian" 1
"447" 0.914460466243327 22 "manhattan" "bubble" 1
"448" 0.80576592660509 11 "euclidean" "bubble" 0
"449" 0.744567854795605 11 "manhattan" "gaussian" 0
"450" 0.98649840708822 4 "euclidean" "gaussian" 0
"451" 0.533421306172386 17 "sumofsquares" "bubble" 1
"452" 0.151051234453917 4 "sumofsquares" "gaussian" 0
"453" 0.00666704052127898 11 "euclidean" "bubble" 1
"454" 0.369385490892455 12 "manhattan" "bubble" 1
"455" 0.941525424364954 23 "sumofsquares" "bubble" 0
"456" 0.636393630411476 20 "euclidean" "gaussian" 0
"457" 0.840994492638856 13 "manhattan" "bubble" 0
"458" 0.733309343922883 21 "sumofsquares" "bubble" 0
"459" 0.586569882929325 24 "sumofsquares" "bubble" 1
"460" 0.418985798954964 11 "sumofsquares" "bubble" 1
"461" 0.465481820516288 6 "manhattan" "gaussian" 0
"462" 0.226127177709714 7 "sumofsquares" "gaussian" 0
"463" 0.975371772889048 23 "euclidean" "gaussian" 1
"464" 0.0961163719184697 17 "euclidean" "gaussian" 0
"465" 0.848505181958899 10 "manhattan" "bubble" 1
"466" 0.839205658528954 11 "euclidean" "gaussian" 1
"467" 0.04090292355977 20 "euclidean" "bubble" 1
"468" 0.902986909728497 21 "manhattan" "bubble" 1
"469" 0.744915249990299 5 "manhattan" "gaussian" 0
"470" 0.871305288281292 12 "euclidean" "gaussian" 0
"471" 0.44926896924153 14 "euclidean" "gaussian" 1
"472" 0.989320500986651 19 "manhattan" "gaussian" 1
"473" 0.982951898826286 8 "sumofsquares" "gaussian" 1
"474" 0.125238823704422 17 "manhattan" "bubble" 0
"475" 0.723532217089087 4 "sumofsquares" "gaussian" 0
